Filename,Class,Vertices,Faces,Barycenter offset,Principal comp error,SOM error,Max dim
m59.obj,AquaticAnimal,947,1889,2.598698937871843e-16,-4.440892098500626e-16,0.0,0.9999999714000158
m60.obj,AquaticAnimal,1821,3638,1.1653632579051363e-16,-2.220446049250313e-16,0.0,1.00000001392472
m61.obj,AquaticAnimal,1341,2504,8.059835779326783e-16,-2.220446049250313e-16,0.0,0.9999999767007656
m62.obj,AquaticAnimal,1790,3576,8.83012682745135e-16,2.220446049250313e-16,0.0,0.9999999879182799
m63.obj,AquaticAnimal,4410,8460,2.626945819596638e-16,-6.661338147750939e-16,0.0,0.9999999981659061
m64.obj,AquaticAnimal,1481,2819,1.877482716044198e-16,0.0,0.0,0.9999999801154313
m65.obj,AquaticAnimal,2166,4280,1.0204969988607516e-15,0.0,0.0,1.0000000169075014
m66.obj,AquaticAnimal,6634,13242,6.352932503999196e-16,2.220446049250313e-16,0.0,1.0000000137599845
m67.obj,AquaticAnimal,1723,3442,2.2167662224253567e-16,1.5543122344752192e-15,0.0,0.99999999100327
m68.obj,AquaticAnimal,1450,2892,5.240171887318736e-17,-5.551115123125783e-16,0.0,0.9999999793112513
m69.obj,AquaticAnimal,1673,3260,7.839134612145596e-17,6.661338147750939e-16,0.0,0.9999999886149448
m70.obj,AquaticAnimal,1358,2626,7.778012779753004e-17,-4.440892098500626e-16,0.0,0.9999999854006252
m71.obj,AquaticAnimal,1497,2990,2.7330673357818747e-16,-2.220446049250313e-16,0.0,1.0000000081524454
m72.obj,AquaticAnimal,1632,3192,5.863560662931935e-17,-4.440892098500626e-16,0.0,0.9999999719369408
m73.obj,AquaticAnimal,1957,3899,2.270436801803124e-16,0.0,0.0,1.0000000007275593
m74.obj,AquaticAnimal,1155,2313,7.702170167950384e-16,8.881784197001252e-16,0.0,0.9999999718772108
m75.obj,AquaticAnimal,1432,2770,4.893825459163033e-16,0.0,0.0,0.9999999923591526
m76.obj,AquaticAnimal,1871,3739,1.0253579191814003e-16,-4.440892098500626e-16,0.0,1.0000000199116983
m77.obj,AquaticAnimal,2734,5332,2.9728539718071835e-16,-4.440892098500626e-16,0.0,1.0000000339198043
m78.obj,AquaticAnimal,1535,2863,2.2340533280783607e-16,1.1102230246251565e-16,0.0,1.000000011725418
m79.obj,AquaticAnimal,1060,1777,8.202597668418779e-16,-1.1102230246251565e-16,0.0,0.9999999742006231
m80.obj,AquaticAnimal,1358,2679,2.1411595466037497e-17,0.0,0.0,0.9999999908241686
m81.obj,AquaticAnimal,1382,2694,6.388312615087704e-16,0.0,0.0,1.0000000268796305
D00031.obj,Bed,23333,43984,7.699715997708417e-19,0.0,0.0,1.000000030955356
D00110.obj,Bed,12502,24622,8.735784804563717e-19,-4.440892098500626e-16,0.0,0.999999966418134
D00121.obj,Bed,21081,42006,1.1845136882162282e-17,2.220446049250313e-16,0.0,1.0000000257476642
D00184.obj,Bed,35926,71530,1.624709751990845e-17,-2.220446049250313e-16,0.0,0.9999999977987285
D00210.obj,Bed,37422,74054,2.8629492369054977e-17,-6.661338147750939e-16,0.0,0.9999999973979257
D00213.obj,Bed,15858,31698,7.800916791383843e-19,8.881784197001252e-16,0.0,0.9999999749091407
D00217.obj,Bed,6604,13041,2.3698866081580486e-18,1.3322676295501878e-15,0.0,0.999999990250834
D00307.obj,Bed,25854,50822,1.4302875966757514e-19,1.3322676295501878e-15,0.0,1.000000002606555
D00322.obj,Bed,16192,32296,5.0139030957720765e-18,-2.220446049250313e-16,0.0,1.000000003245874
D00417.obj,Bed,29304,58566,2.1317186904198408e-18,0.0,0.0,0.9999999769464352
D00538.obj,Bed,17151,33898,2.539512000520958e-18,-8.881784197001252e-16,0.0,0.9999999725382994
D00545.obj,Bed,11673,23277,2.948047879644257e-18,0.0,0.0,0.9999999960910215
D00552.obj,Bed,11194,22004,6.301852834898201e-18,-4.440892098500626e-16,0.0,0.9999999712176582
D00565.obj,Bed,16761,33040,2.4067106664269677e-18,4.440892098500626e-16,0.0,1.0000000062356411
D00650.obj,Bed,14310,28466,4.91088991098267e-18,0.0,0.0,0.9999999936789983
D00735.obj,Bed,8481,16243,1.5718366229851449e-18,0.0,0.0,1.000000030949503
D00836.obj,Bed,17735,35104,4.906326384271805e-18,3.3306690738754696e-16,0.0,0.9999999940734617
D00839.obj,Bed,26344,52326,2.6002600635200628e-17,-6.661338147750939e-16,0.0,1.0000000069793946
D00969.obj,Bed,22326,43582,9.719914674954733e-18,0.0,0.0,0.9999999661552132
D00988.obj,Bed,8254,16444,1.1164857138650688e-17,1.1102230246251565e-16,0.0,0.999999964128008
m945.obj,Bed,14430,28370,1.301821653274373e-16,0.0,0.0,1.0000000320308517
m946.obj,Bed,5335,10356,6.478756424297178e-16,8.881784197001252e-16,0.0,0.9999999738022425
m947.obj,Bed,5376,10376,1.4376423669596449e-16,8.881784197001252e-16,0.0,0.9999999929668955
m948.obj,Bed,15529,30902,2.414220285225442e-16,2.6645352591003757e-15,0.0,0.9999999629569488
m949.obj,Bed,8217,16410,1.5202279531892233e-16,-7.771561172376096e-16,0.0,1.0000000260798916
m950.obj,Bed,8016,15822,1.154120021046925e-16,-1.1102230246251565e-16,0.0,1.0000000056637717
m951.obj,Bed,5722,10898,1.694773983855084e-16,8.881784197001252e-16,0.0,1.0000000283507788
D00016.obj,Bicycle,24279,48059,1.0575697094183538e-18,0.0,0.0,1.0000000077881745
D00033.obj,Bicycle,9780,20694,2.378328711582729e-19,8.881784197001252e-16,0.0,0.999999990219679
D00040.obj,Bicycle,34406,65164,2.504317448404183e-18,0.0,0.0,0.9999999900560811
D00077.obj,Bicycle,18250,35556,1.548415337341968e-17,0.0,0.0,0.9999999701415314
D00078.obj,Bicycle,20478,40311,1.711295112314684e-18,-4.440892098500626e-16,0.0,0.9999999826944272
D00462.obj,Bicycle,46780,91641,2.6145206902702504e-18,0.0,0.0,0.9999999848395191
D00514.obj,Bicycle,20300,39379,5.2630707991595415e-18,-8.881784197001252e-16,0.0,0.9999999788156827
D00536.obj,Bicycle,31969,63251,7.634460039158204e-19,0.0,0.0,0.9999999735530778
D00555.obj,Bicycle,26764,49206,4.276830421535846e-19,-8.881784197001252e-16,0.0,0.9999999708861808
D00558.obj,Bicycle,24773,48353,9.817461647394507e-19,-4.440892098500626e-16,0.0,1.0000000145350092
D00567.obj,Bicycle,6080,12204,3.0061034186019436e-19,6.661338147750939e-16,0.0,0.9999999783828076
D00621.obj,Bicycle,23847,47195,6.291158413575635e-19,0.0,0.0,1.0000000296622036
D00708.obj,Bicycle,18782,36755,1.6337260978363218e-19,8.881784197001252e-16,0.0,1.0000000160666276
D00750.obj,Bicycle,13533,26408,1.2882329714212697e-17,0.0,0.0,1.0000000012867032
D00838.obj,Bicycle,16400,31998,4.027385101489187e-19,-8.881784197001252e-16,0.0,0.9999999905216297
D00847.obj,Bicycle,20536,40417,9.393618134210913e-19,0.0,0.0,0.9999999803032336
D00904.obj,Bicycle,16757,33354,4.039902593489368e-20,2.220446049250313e-16,0.0,0.9999999887509586
D00930.obj,Bicycle,22376,43626,3.22479432616168e-18,0.0,0.0,0.9999999818180301
D00931.obj,Bicycle,29747,58048,1.978351883141168e-18,8.881784197001252e-16,0.0,0.99999997709309
D00974.obj,Bicycle,15361,30687,3.0075213237962274e-19,-4.440892098500626e-16,0.0,0.9999999930700163
m1472.obj,Bicycle,1874,3431,1.0311239355795408e-16,-6.661338147750939e-16,0.0,1.0000000124265522
m1473.obj,Bicycle,5615,11518,1.2962343217012445e-16,0.0,0.0,0.9999999968363944
m1475.obj,Bicycle,7599,15176,1.0676862523654922e-16,4.440892098500626e-16,0.0,0.9999999998313319
m1476.obj,Bicycle,1607,3258,2.8719765867641786e-16,1.7763568394002505e-15,0.0,1.00000000062018
m1477.obj,Bicycle,10320,19939,2.254863466310026e-16,0.0,0.0,0.9999999981609912
m1478.obj,Bicycle,12900,25311,3.483589099943637e-17,0.0,0.0,1.0000000072352122
D00069.obj,Biplane,23109,46040,2.334511186789773e-19,0.0,0.0,0.999999973928792
D00132.obj,Biplane,7100,13716,2.4665341254154586e-20,-2.220446049250313e-16,0.0,0.9999999841623612
D00178.obj,Biplane,9116,16310,1.339630087692825e-19,-6.661338147750939e-16,0.0,1.0000000304241825
D00199.obj,Biplane,12386,21526,2.1310636255109772e-19,0.0,0.0,0.9999999693567962
D00246.obj,Biplane,11181,21564,1.1159481872091227e-19,0.0,0.0,1.0000000085943914
D00276.obj,Biplane,9766,19360,2.1865969041385317e-18,4.440892098500626e-16,0.0,1.0000000143314847
D00277.obj,Biplane,23939,44554,3.8556929369809835e-18,0.0,0.0,0.9999999765789294
D00320.obj,Biplane,15295,28543,1.7502602925360867e-19,8.881784197001252e-16,0.0,1.000000010333728
D00373.obj,Biplane,17040,34323,1.1821480155508319e-18,-2.220446049250313e-16,0.0,1.0000000095860304
D00410.obj,Biplane,10641,21202,4.1679965330660176e-18,-5.551115123125783e-16,0.0,0.9999999900946623
D00490.obj,Biplane,29592,58649,9.478811343561058e-19,4.440892098500626e-16,0.0,0.9999999919238419
D00515.obj,Biplane,16696,33133,3.2815135838414616e-19,8.881784197001252e-16,0.0,0.9999999818515211
D00601.obj,Biplane,21776,43355,1.7749896861815203e-19,0.0,0.0,0.9999999848054604
D00616.obj,Biplane,18584,38274,1.3084869050765016e-17,0.0,0.0,1.000000013707633
D00632.obj,Biplane,8197,16046,1.5684940912886634e-18,0.0,0.0,1.0000000160666083
D00634.obj,Biplane,18934,34187,1.788829296152437e-18,8.881784197001252e-16,0.0,0.9999999794775852
D00666.obj,Biplane,8460,16519,4.853900020486113e-17,-4.440892098500626e-16,0.0,1.0000000090564873
D00854.obj,Biplane,20214,39880,6.347298938022409e-19,0.0,0.0,0.9999999718946465
D00890.obj,Biplane,35973,70414,1.8560748711731598e-19,-4.440892098500626e-16,0.0,1.0000000027105684
D00900.obj,Biplane,30727,57639,1.2912732344701911e-17,-8.881784197001252e-16,0.0,1.0000000261637458
m1118.obj,Biplane,5131,9678,3.2890392129382365e-16,0.0,0.0,0.9999999710952392
m1119.obj,Biplane,4351,8522,7.324173667167657e-16,0.0,0.0,0.9999999835895048
m1120.obj,Biplane,24433,47324,4.988558772472854e-16,8.881784197001252e-16,0.0,0.9999999992930404
m1121.obj,Biplane,3295,6399,2.6496722010671784e-16,0.0,0.0,0.9999999881414047
m1122.obj,Biplane,7197,13434,3.0350341646874923e-16,4.440892098500626e-16,0.0,1.000000007169771
m1123.obj,Biplane,3303,6353,6.406084103939585e-16,0.0,0.0,0.9999999853104898
m1124.obj,Biplane,2818,5396,1.4647834448600175e-16,-4.440892098500626e-16,0.0,0.999999990281389
m1125.obj,Biplane,4363,8457,2.761028173759183e-16,0.0,0.0,0.9999999977520866
m1126.obj,Biplane,3236,6268,8.986964131213031e-16,-4.440892098500626e-16,0.0,1.000000027221534
m1127.obj,Biplane,4169,8136,1.745581241872046e-16,-4.440892098500626e-16,0.0,0.999999988901825
m1128.obj,Biplane,3379,6504,5.075855441975692e-16,-4.440892098500626e-16,0.0,0.9999999721193297
m1129.obj,Biplane,3455,6524,3.071926734811778e-16,-4.440892098500626e-16,0.0,0.9999999840627838
m1131.obj,Biplane,3001,5827,1.354405705111512e-16,0.0,0.0,0.9999999913777942
m1132.obj,Biplane,3995,7697,1.4495258951906345e-16,-4.440892098500626e-16,0.0,1.0000000108172116
m1133.obj,Biplane,3528,6846,5.61953324594191e-16,0.0,0.0,0.9999999722437397
m1134.obj,Biplane,2613,5052,8.316965681534988e-17,8.881784197001252e-16,0.0,0.9999999828136917
m1135.obj,Biplane,2939,5669,1.4478648673321766e-16,0.0,0.0,1.0000000163098435
m1136.obj,Biplane,1747,3353,6.645980175329973e-17,-3.3306690738754696e-16,0.0,0.9999999729751573
m1137.obj,Biplane,2777,5234,2.3936103974867717e-16,8.881784197001252e-16,0.0,1.0000000116072818
m1138.obj,Biplane,5433,10157,4.929097480399091e-16,0.0,0.0,0.9999999889413789
m1139.obj,Biplane,7729,13366,8.300044896731886e-17,0.0,0.0,1.0000000134153957
m1141.obj,Biplane,7712,14992,2.9739781406570624e-16,0.0,0.0,0.9999999864766456
m1143.obj,Biplane,8557,16901,2.296304664519438e-16,0.0,0.0,1.0000000099149937
m1144.obj,Biplane,6799,12781,7.155792833078137e-16,-4.440892098500626e-16,0.0,0.9999999772100379
m1146.obj,Biplane,3092,5762,5.609919391466517e-17,8.881784197001252e-16,0.0,0.9999999965118103
D00089.obj,Bird,4713,9422,6.955030905434583e-18,-1.2212453270876722e-15,0.0,1.0000000209017839
D00113.obj,Bird,25024,50008,2.944262428450154e-18,6.661338147750939e-16,0.0,1.0000000069858443
D00164.obj,Bird,12934,25659,3.4951397804321744e-17,0.0,0.0,0.9999999761623584
D00234.obj,Bird,5782,11522,5.034006153782517e-20,-4.440892098500626e-16,0.0,1.00000001528135
D00271.obj,Bird,9629,18480,6.261843417949824e-18,0.0,0.0,1.0000000255047503
D00284.obj,Bird,5451,10910,5.938981541650569e-17,-4.440892098500626e-16,0.0,0.99999998375139
D00323.obj,Bird,2628,5108,4.331432436268837e-18,0.0,0.0,0.9999999872231667
D00386.obj,Bird,4177,8350,1.4498569086919436e-17,-1.6653345369377348e-15,0.0,1.0000000204963646
D00438.obj,Bird,4556,9213,3.227481366966937e-19,0.0,0.0,1.0000000147030605
D00442.obj,Bird,15799,30607,8.507851203483011e-19,0.0,0.0,1.0000000204694994
D00546.obj,Bird,5775,10840,1.340101465630346e-17,8.881784197001252e-16,0.0,1.000000000958066
D00599.obj,Bird,3540,7158,7.278558976575975e-19,-8.881784197001252e-16,0.0,1.0000000187112073
D00625.obj,Bird,6492,11009,3.0599328735107047e-18,0.0,0.0,0.9999999962868125
D00689.obj,Bird,4790,9643,6.750417272434686e-18,8.881784197001252e-16,0.0,0.9999999951776406
D00736.obj,Bird,4861,9782,3.538110219998189e-19,0.0,0.0,1.0000000083841898
D00762.obj,Bird,5534,11064,5.650728872438255e-18,6.661338147750939e-16,0.0,1.0000000237306825
D00862.obj,Bird,6517,13031,5.80118552218882e-19,0.0,0.0,1.0000000229139183
D00922.obj,Bird,8344,16676,6.102570751548219e-19,1.1102230246251565e-15,0.0,0.9999999944990726
D00961.obj,Bird,4492,9072,1.2194632321762646e-17,0.0,0.0,0.9999999768370494
D00999.obj,Bird,3269,6535,2.7302404212006455e-18,0.0,0.0,0.9999999837120968
m28.obj,Bird,4529,8934,4.904722995956658e-17,4.440892098500626e-16,0.0,1.0000000408696952
m29.obj,Bird,3169,6294,1.8527274431281183e-16,-4.440892098500626e-16,0.0,1.0000000083987137
m30.obj,Bird,2043,4132,2.479191135036467e-16,0.0,0.0,0.9999999976531246
m31.obj,Bird,3474,6894,1.7728206799454934e-16,1.7763568394002505e-15,0.0,0.9999999999142536
m32.obj,Bird,2471,4930,1.2861778639196707e-16,1.1102230246251565e-15,0.0,1.0000000395427013
m33.obj,Bird,5507,10890,3.339433456838869e-16,6.661338147750939e-16,0.0,0.999999992739129
m34.obj,Bird,1128,2252,1.1256603909876493e-15,8.881784197001252e-16,0.0,1.0000000265169362
m35.obj,Bird,4377,8750,2.1745659758695412e-16,-2.220446049250313e-16,0.0,1.0000000174677264
m36.obj,Bird,3098,5986,1.3598594661238776e-15,0.0,0.0,0.9999999924145451
m37.obj,Bird,2298,4592,1.6014867766104836e-16,8.881784197001252e-16,0.0,0.9999999837866798
m38.obj,Bird,994,1986,2.1182273278386567e-16,4.440892098500626e-16,0.0,1.0000000125483464
m39.obj,Bird,3006,5895,4.0748129119911485e-16,0.0,0.0,1.000000017733467
m40.obj,Bird,1894,3811,1.865014919747178e-16,0.0,0.0,1.000000015685434
m41.obj,Bird,1345,2751,1.652542804450746e-16,0.0,0.0,1.0000000062741798
m42.obj,Bird,862,1672,2.2177135489157386e-16,4.440892098500626e-16,0.0,1.0000000263758149
m43.obj,Bird,817,1472,1.165268257045181e-16,0.0,0.0,0.9999999458156333
m44.obj,Bird,1432,2860,4.0756178054045574e-16,-2.220446049250313e-16,0.0,0.9999999858634219
m45.obj,Bird,1820,3628,7.843335820706129e-17,-6.661338147750939e-16,0.0,1.0000000149853672
m47.obj,Bird,878,1683,1.1379778910228625e-16,0.0,0.0,0.9999999750797952
m48.obj,Bird,2163,4239,2.1124573398887417e-16,8.881784197001252e-16,0.0,0.9999999887967701
m49.obj,Bird,5878,11443,4.0668646471354425e-16,4.440892098500626e-16,0.0,1.0000000133678033
m50.obj,Bird,2363,4722,7.542718773854033e-17,4.440892098500626e-16,0.0,0.9999999701221298
m51.obj,Bird,2873,5726,3.068813145961243e-16,-2.220446049250313e-16,0.0,0.9999999719288916
m52.obj,Bird,5197,10366,1.9817966199893647e-16,-1.1102230246251565e-15,0.0,0.9999999856888238
D01009.obj,Bookset,9477,19658,3.353638999210447e-16,0.0,0.0,1.0000000074327184
D01013.obj,Bookset,11298,20252,2.5475102584732394e-16,-5.551115123125783e-16,0.0,0.9999999828530384
D01030.obj,Bookset,6144,12290,1.6458212053497955e-16,6.661338147750939e-16,0.0,1.0000000061438645
D01038.obj,Bookset,9911,20159,2.7078468139927167e-14,0.0,0.0,0.9999999971811928
D01042.obj,Bookset,3256,6326,1.4392223265861214e-14,1.3322676295501878e-15,0.0,1.0000000071530724
D01050.obj,Bookset,3779,7538,2.842918916059794e-16,0.0,0.0,0.9999999662051791
D01065.obj,Bookset,12756,22870,2.066903733182191e-15,8.881784197001252e-16,0.0,1.0000000340158184
D01078.obj,Bookset,2323,4674,4.2657213510835365e-16,8.881784197001252e-16,0.0,0.9999999805349167
D01096.obj,Bookset,14407,28385,6.052617608646287e-16,2.220446049250313e-16,0.0,0.9999999750978872
D01108.obj,Bookset,12629,26363,1.7935033077818417e-15,0.0,0.0,0.9999999998146404
D01109.obj,Bookset,6834,13729,5.747307190570168e-16,0.0,0.0,1.0000000251553807
D01110.obj,Bookset,4885,9882,2.67458034897464e-16,1.2212453270876722e-15,0.0,1.0000000249713543
D01122.obj,Bookset,868,1768,2.2672212556955395e-16,-2.220446049250313e-16,0.0,0.9999999660358168
D01135.obj,Bookset,142402,287546,1.1097692853961351e-16,8.881784197001252e-16,0.0,0.9999999705880016
D01146.obj,Bookset,4918,8739,1.8693535674708395e-14,4.440892098500626e-16,0.0,1.0000000054768607
D01182.obj,Bookset,2713,5372,6.447734128894626e-17,-2.220446049250313e-16,0.0,1.0000000196464307
D01183.obj,Bookset,14895,28740,4.052187874651279e-16,0.0,0.0,0.9999999943672631
D01184.obj,Bookset,3613,7580,3.3058281832767003e-16,-1.1102230246251565e-16,0.0,0.9999999960946898
D01190.obj,Bookset,18321,38203,8.984502543972294e-15,0.0,0.0,1.0000000342862259
D01199.obj,Bookset,36449,73474,8.980101659046232e-17,0.0,0.0,0.9999999791236283
D00020.obj,Bottle,3611,7218,5.081690146663149e-20,8.881784197001252e-16,0.0,1.000000014529986
D00123.obj,Bottle,4245,8351,3.119949904438702e-19,8.881784197001252e-16,0.0,0.999999969992983
D00139.obj,Bottle,10836,21421,1.2573117311371032e-18,-4.440892098500626e-16,0.0,0.999999979407475
D00166.obj,Bottle,20683,41009,7.134787455872196e-18,0.0,0.0,1.0000000329492638
D00176.obj,Bottle,14280,28556,4.97537427066454e-19,1.5543122344752192e-15,0.0,0.9999999797091341
D00208.obj,Bottle,11759,23510,9.450661391033261e-20,2.4424906541753444e-15,0.0,0.9999999984843959
D00281.obj,Bottle,14742,29366,2.638484702679607e-18,2.220446049250313e-16,0.0,0.9999999786033348
D00311.obj,Bottle,10235,20462,5.097350906494568e-18,1.1102230246251565e-16,0.0,1.0000000038511427
D00347.obj,Bottle,9033,18004,1.0898694850283704e-18,4.440892098500626e-16,0.0,1.000000021195422
D00350.obj,Bottle,5828,11614,3.881592439524293e-20,0.0,0.0,0.9999999861912763
D00390.obj,Bottle,18986,37861,3.765109565832851e-18,4.440892098500626e-16,0.0,1.0000000025215665
D00451.obj,Bottle,15341,30562,2.9398276978887972e-18,4.440892098500626e-16,0.0,1.0000000162269558
D00679.obj,Bottle,15085,29789,9.027796757723857e-20,-8.881784197001252e-16,0.0,1.0000000119569852
D00696.obj,Bottle,8391,16617,7.011049318582684e-20,0.0,0.0,0.9999999707591554
D00711.obj,Bottle,12546,25044,2.6596436187160116e-18,1.3322676295501878e-15,0.0,0.9999999689425592
D00716.obj,Bottle,10431,20951,1.519268671790458e-20,-2.220446049250313e-16,0.0,0.9999999701225843
D00726.obj,Bottle,11092,22095,1.4405870184490936e-19,0.0,0.0,1.0000000063715426
D00892.obj,Bottle,10088,20168,5.072574198344936e-20,2.220446049250313e-16,0.0,1.000000032206691
D00940.obj,Bottle,10234,20454,2.681248495016361e-18,4.440892098500626e-16,0.0,1.0000000264764666
D00959.obj,Bottle,3828,7560,2.0945635822919152e-17,0.0,0.0,0.9999999776865292
m482.obj,Bottle,3354,6453,3.581652860646115e-17,4.440892098500626e-16,0.0,0.9999999899762311
m483.obj,Bottle,1436,2686,7.67355909633288e-16,0.0,0.0,0.9999999720211539
m484.obj,Bottle,3008,5984,3.4180036547603203e-16,8.881784197001252e-16,0.0,1.0000000057166325
m485.obj,Bottle,2854,5523,7.064433098694094e-17,0.0,0.0,1.000000020712105
m486.obj,Bottle,5244,10291,5.1976850823728325e-17,0.0,0.0,1.0000000147734687
m487.obj,Bottle,2803,5818,1.0481303768876467e-16,0.0,0.0,1.0000000300661218
m488.obj,Bottle,2406,4808,1.5328094790335627e-16,1.5543122344752192e-15,0.0,0.9999999937679327
m489.obj,Bottle,5858,11560,1.5675946224839218e-16,1.3322676295501878e-15,0.0,0.9999999981456057
m490.obj,Bottle,3729,7338,2.1239133076291433e-16,0.0,0.0,0.9999999943345277
m491.obj,Bottle,3836,7543,1.240359697989003e-16,0.0,0.0,1.0000000272291558
m492.obj,Bottle,2082,4162,3.598026821239162e-16,2.220446049250313e-16,0.0,0.9999999726957425
m382.obj,BuildingNonResidential,8872,17600,1.7180008101902487e-16,0.0,0.0,0.9999999721450674
m383.obj,BuildingNonResidential,8645,17070,4.679729450817367e-16,1.5543122344752192e-15,0.0,1.0000000090911383
m384.obj,BuildingNonResidential,9939,18725,8.525244326101645e-16,4.440892098500626e-16,0.0,0.9999999762190142
m385.obj,BuildingNonResidential,8452,15329,4.071364704931729e-17,-2.220446049250313e-16,0.0,1.0000000183616196
m386.obj,BuildingNonResidential,10447,20838,4.807684497517614e-16,5.551115123125783e-16,0.0,1.000000029359367
m387.obj,BuildingNonResidential,12402,24784,1.5642725557418408e-16,5.551115123125783e-16,0.0,0.9999999847720571
m389.obj,BuildingNonResidential,24942,52176,1.9601911969136846e-16,0.0,0.0,0.999999995777902
m390.obj,BuildingNonResidential,2818,5154,4.619180446862987e-16,4.440892098500626e-16,0.0,1.0000000341823152
